,Unnamed: 0,Average_Temperature,Precipitation,Humidity,Wind_Speed,Soil_Type,Soil_pH,Soil_Nitrogen,Soil_Potassium,Soil_Calcium,Soil_Moisture,Variety,Fertilizer_Type,Fertilizer_Quantity,Irrigation_Type,Irrigation_Frequency,Location,Yield,Quantity,Cost_of_Production,Market_Price
10,10,25.205844942958024,172.683039187158,66.63628325458807,21.25971477432187,Clay,7.047759311460313,27.946060885579406,19.086327667979404,29.043681706080417,53.45438535185603,Sona Masoori,Organic,81.8724797541731,Flood,3.0,East India,1948.6325916177343,Grade C,3476.6629303750524,65.88913081996432
11,11,34.699098521619945,133.64860725812375,76.17720415313741,15.010679651397513,Loam,6.703846862030263,25.156831815438338,25.15610127917558,26.02388771092341,76.49820804278671,Sona Masoori,Chemical,56.14948415884342,Sprinkler,5.0,South India,2037.692128590972,Grade A,2446.6312305083666,53.464950795419455
12,12,33.324426408004214,236.54569667080264,88.32178019059839,15.010679651397513,Clay,8.30102441933485,35.261524276556116,23.38543322332044,29.043681706080417,65.28814449850677,ponni,Chemical,84.45060950554797,Sprinkler,7.923059730957682,West India,2163.6247207673,Grade A,2899.55662011215,41.88572462417143
13,13,27.12339110678276,223.21277790008168,61.18280434105517,14.884199545954836,Sandy,6.498371008375118,33.95346850820837,39.16590746155493,19.31918014013989,65.28814449850677,Jasmine,Organic,48.03168063092753,Sprinkler,4.058909010206064,West India,1927.474509598413,Grade C,3164.7303219735004,54.28176308505991
14,14,30.071103373048867,59.04373402123788,81.16725517547066,8.915559713670921,Silt,6.714179157437508,43.7720183294431,25.250518931824352,22.39229376799237,69.79070818791423,Sona Masoori,Organic,48.65119348755822,Flood,4.0,South India,2495.924529436292,Grade B,3123.736734764798,60.67732059886069
15,15,26.83404509853434,128.71820658926077,87.75744952246998,5.151257499562842,Silt,6.762615106183977,44.15868242113541,16.380918126291995,19.49913104665534,65.28814449850677,Sona Masoori,Chemical,53.33860318119619,Drip,4.0,North India,2146.046944096596,Grade A,2493.161431238886,58.23129424681014
16,16,30.071103373048867,125.29267337560992,65.41726035382001,17.949494283092058,Silt,6.683394324612651,35.593194478912395,24.48510041953908,23.94122932857459,69.44700406423539,Sona Masoori,Chemical,45.97654347735389,Drip,6.0,South India,1650.6109530685192,Grade A,2916.2901252752754,56.14411203132654
17,17,30.071103373048867,212.1106661563666,77.03835691657889,18.630979098701424,Sandy,6.905267546171032,50.45216770405544,26.213565898779,21.50765884282866,51.84338870392362,Basmati,Chemical,96.77058479022304,Drip,3.0,South India,2432.6481005424785,Grade A,3306.8970279052355,54.98144598329311
18,18,29.31945018642116,247.4552258629889,87.46464892764126,9.869645931525984,Sandy,5.974866936749613,35.261524276556116,27.568529132291744,17.46608293618318,74.41170031166682,ponni,Organic,45.32058814514223,Drip,5.0747311794805245,South India,1927.474509598413,Grade A,3062.1196802134305,48.81285619082159
19,19,37.96441723917905,80.08337822070564,61.01837935757396,23.540690895926133,Silt,6.524727555091581,38.59240665470216,28.77263258615752,16.74874611833545,81.58004237288365,Basmati,Organic,81.08762084926951,Flood,4.0,South India,2229.5214219764384,Grade A,2653.601535264961,48.32040285173888
20,20,31.1185289472238,168.826143070427,76.17720415313741,6.205347805791217,Silt,6.498371008375118,26.52478435947129,20.0654476704543,23.20043523108196,69.46296158478158,Sona Masoori,Organic,46.94844959433123,Drip,4.963563356121228,West India,1520.3410818821776,Grade A,2336.410127362858,55.00694436777405
21,21,26.39493860652042,126.1781713262043,68.92047022117652,23.688720536110285,Loam,6.269022655289625,30.49407630095784,15.199575533168987,28.53619549929155,78.63697786576432,Sona Masoori,Chemical,77.36487787799284,Flood,2.0,North India,2495.924529436292,Grade C,2582.9484355982586,44.81809439288947
22,22,37.96441723917905,243.98287956292063,87.73188586129591,18.630979098701424,Silt,6.475334137242529,41.13930981767987,29.46887324709824,22.997175740572317,54.542969431098896,Jasmine,Chemical,42.39569339566669,Sprinkler,4.0,South India,1987.082544323578,Grade B,2737.7340178347804,50.22056270724405
23,23,28.66361843293692,218.4237846271417,89.13174735496104,7.02841656898433,Clay,6.804448519090945,34.193297408053226,25.713131986951574,25.99500160833935,64.32248568441061,brown,Organic,87.42601637569575,Flood,3.0,South India,2495.924529436292,Grade B,3120.006447179956,54.98144598329311
24,24,29.56069984217036,217.6657409422276,76.17720415313741,14.717435183726511,Clay,6.498371008375118,35.931542840645896,31.722354064144977,29.043681706080417,68.05420201836341,brown,Chemical,83.72508469686368,Sprinkler,2.0,South India,2027.2551499506767,Grade A,2140.732808593165,57.61398404752603
25,25,30.071103373048867,143.73863195899406,74.22642649972391,10.135531354410158,Loam,6.498371008375118,33.656320044189385,31.427767258013887,22.997175740572317,67.4520994226356,Sona Masoori,Organic,40.33982742930559,Flood,6.0,East India,2429.870482293879,Grade B,2768.8758546987656,42.00046901089074
26,26,26.9967378215836,186.77985070607755,76.17720415313741,10.697458039238455,Sandy,8.30102441933485,25.877998852860102,25.250518931824352,22.997175740572317,62.04385337267129,Basmati,Chemical,78.1928250100107,Drip,3.0,South India,1983.7968965827963,Grade A,2846.292187698118,64.89006040795286
27,27,30.071103373048867,275.4531241330546,85.33648195605211,11.14579929852573,Sandy,6.512532118990405,28.31499559640312,24.701893199590803,23.499078883581944,60.14253228098784,Jasmine,Organic,65.6210891074651,Drip,2.0,South India,1990.44909673595,Grade B,2741.2364053277065,56.87135141153206
28,28,30.071103373048867,61.27509933018543,69.57301419729767,21.060517956653268,Silt,6.768208062752663,33.910832774837814,21.672567916737314,24.85545747351161,65.28814449850677,ponni,Chemical,78.96825851675598,Flood,5.0,Central India,1619.746788500532,Grade A,3097.8098795940805,60.12480042327806
29,29,30.071103373048867,222.94447525101063,100.56221103451468,24.811285053065976,Clay,5.641864432267547,29.183709308158555,30.8311640518274,28.47579699876052,61.75227351686834,Sona Masoori,Chemical,66.12484044452943,Sprinkler,5.0,East India,1927.474509598413,Grade A,2737.7340178347804,61.09281711278298
30,30,31.075448519014383,212.58020182601555,76.17720415313741,11.226153983120073,Sandy,6.498371008375118,25.999580573193576,24.0258822605851,37.85882666667648,54.87982445316455,Jasmine,Organic,72.05124288176773,Flood,2.0,North India,1746.9654124670624,Grade B,3417.450595460114,48.7445241052761
31,31,30.071103373048867,249.9435346572261,77.8880963544616,17.206675666218366,Loam,8.30102441933485,41.87299328103647,30.638319929000847,19.901920587866663,72.03097029476655,Jasmine,Organic,79.31658276975202,Flood,4.0,South India,2399.612489372315,Grade B,2722.705163808412,54.98144598329311
32,32,25.650515929852794,154.16116645564728,100.56221103451468,19.32301348446387,Loam,6.444986710013027,44.62385058328232,32.09948039122949,22.997175740572317,56.2649280648377,ponni,Organic,60.255402729392834,Sprinkler,4.0,North India,2410.824220330396,Grade C,2856.8208644221963,68.68737867609002
33,33,34.48885537253334,161.0863411205255,63.61700657331836,27.238879768070262,Clay,8.30102441933485,40.86285747993479,32.65119753544695,22.997175740572317,51.75695915853601,Jasmine,Organic,40.135407491022605,Flood,3.0,East India,2443.3101118741497,Grade C,3238.296235020124,63.00115713990445
34,34,30.071103373048867,203.7974830361021,76.17720415313741,13.27098203050703,Loam,5.780048195106636,42.07569843409334,30.638319929000847,22.997175740572317,65.28814449850677,Basmati,Organic,83.72508469686368,Sprinkler,5.0,South India,2020.23048910309,Grade C,2412.854158896684,69.08670625669556
35,35,33.08397348116461,238.9531459764856,80.88866327634419,7.437721866738951,Loam,6.498371008375118,29.839542606340903,31.674539775308148,22.997175740572317,67.85689198158205,Basmati,Chemical,83.72508469686368,Sprinkler,4.0,Central India,2177.0937847836444,Grade B,2112.803043144204,62.38763035438865
36,36,30.071103373048867,219.9294781354823,100.56221103451468,8.622986990693606,Silt,7.443065381802102,43.7720183294431,22.756521798338625,23.652860716990503,76.15739183841517,Basmati,Organic,64.80213630082915,Flood,4.0,West India,2278.515880061664,Grade B,2737.7340178347804,45.26800419125552
37,37,25.97672114006384,99.46962034863952,81.74300314586284,18.62235707929965,Silt,6.162694014206101,28.93851408906857,31.070753189252063,21.95972547250331,67.30944837253045,Jasmine,Organic,63.03001171765411,Sprinkler,5.0,Central India,2489.003520387252,Grade A,2737.7340178347804,41.93607651534029
38,38,31.842330265121568,140.1088270620187,61.96069022396827,8.628766953912539,Silt,6.464082116224165,44.028596207236646,33.03548057092458,16.780636432636673,60.36442561170337,Basmati,Organic,64.6046005175049,Flood,4.058909010206064,Central India,2100.957194997497,Grade C,3344.756376438492,54.98144598329311
39,39,37.96441723917905,75.831883030299,76.17720415313741,15.503267673341202,Loam,6.498371008375118,44.89638587931902,31.90107827085629,29.708523405910853,74.09035644578961,ponni,Organic,89.32437007858647,Sprinkler,4.0,West India,1534.2979013033116,Grade A,2737.7340178347804,84.91193866946044
40,40,26.22038234844779,154.16116645564728,76.18473877126011,19.18092523444865,Silt,6.721560142151537,39.234456114920974,16.33947224050543,22.997175740572317,65.28814449850677,Jasmine,Organic,53.91338304093848,Drip,2.0,West India,1997.566083388726,Grade A,3473.945940964496,48.26373730414511
41,41,29.951769101112703,171.234926890176,76.17720415313741,7.137538461894877,Silt,6.061366431031948,44.62287463583644,32.54700906265677,16.008512701358416,65.28814449850677,Sona Masoori,Chemical,59.7709135121189,Sprinkler,3.0,West India,2495.924529436292,Grade A,2623.1585243894915,64.21632989276253
42,42,30.071103373048867,263.78322791563966,69.5625750879621,30.92596716200345,Silt,5.913985156876853,36.39079559134207,22.788098779577503,23.922710692528643,66.97551680939739,Jasmine,Organic,65.6210891074651,Sprinkler,4.0,South India,1682.9229259620847,Grade A,2611.9439033085896,68.38457028741304
43,43,34.09320402078782,301.7704813911665,78.77674129311028,10.131255674027276,Silt,6.533145256891958,35.261524276556116,30.638319929000847,26.08300015699549,77.24055636264987,Sona Masoori,Organic,80.73968337618294,Flood,4.0,North India,1865.047566692601,Grade C,4015.258962132467,68.38457028741304
44,44,27.58779981600017,173.62564809157917,86.57933244708562,15.010679651397513,Loam,5.511011598320842,33.739917713312416,25.250518931824352,15.486651690707804,61.88937876494661,brown,Organic,60.86958120030501,Sprinkler,6.0,North India,1932.437166716503,Grade A,3473.945940964496,65.49962779507031
45,45,31.62522284353982,121.6325436065681,78.47589564546914,14.670912934398494,Sandy,6.498371008375118,36.87121870757572,30.638319929000847,29.043681706080417,58.889774056994,Jasmine,Chemical,94.77595548694086,Drip,2.0,West India,2123.1724245321875,Grade B,2737.7340178347804,65.3886200945938
46,46,28.11711076089411,72.71151843992581,66.98878424260901,15.010679651397513,Clay,6.498371008375118,43.7720183294431,25.250518931824352,29.043681706080417,54.3040837105406,Basmati,Organic,65.6210891074651,Drip,3.0,Central India,2495.924529436292,Grade B,2717.967305825787,50.6909991326517
47,47,30.071103373048867,184.3146391185599,60.73202344669614,26.82887346677929,Clay,5.573442725001643,37.44686529234493,16.482108451497343,16.548975133125726,54.54336565806072,Sona Masoori,Organic,73.85724833358347,Sprinkler,4.0,East India,2003.6917612374448,Grade B,2066.991824568348,64.97496102957899
48,48,30.4671027934328,154.06154018075864,76.17720415313741,5.868250657096383,Silt,5.716051508261383,35.261524276556116,25.250518931824352,17.58785815419543,95.2124131910484,Sona Masoori,Organic,45.95106522465706,Sprinkler,3.0,West India,2495.924529436292,Grade C,2464.33895226961,65.52335470997981
49,49,30.071103373048867,204.46367834712785,60.63808232551161,18.630979098701424,Silt,6.177721298677503,35.261524276556116,31.076290903868934,23.51961445974121,65.28814449850677,Basmati,Chemical,118.305886188768,Drip,5.0,South India,2073.975175031742,Grade A,2438.4545698322563,52.71791605088999
50,50,34.695846277645586,154.03270022239866,86.24105018052597,24.02806684413314,Silt,7.105171359159626,43.7720183294431,23.669444655112688,22.997175740572317,81.58004237288365,Sona Masoori,Chemical,64.17749253951845,Flood,4.0,Central India,2137.4046122611835,Grade A,3473.945940964496,41.99419390627515
51,51,32.75132823361115,220.436300063708,75.86811402081636,29.58057428877761,Clay,6.644097286738601,43.15797587559239,34.94364707805901,29.07473592976974,65.28814449850677,Sona Masoori,Chemical,51.00450330236362,Drip,4.058909010206064,South India,2056.7092565528537,Grade A,3536.730487069918,62.39682005330656
52,52,34.39498941564189,160.3813677548971,88.17203095538689,15.010679651397513,Sandy,6.498371008375118,43.874031856404414,26.181185698932044,27.28110344226076,72.65400852335588,Basmati,Organic,100.14954150681706,Drip,5.0,South India,2238.295510478308,Grade C,3208.513068564056,55.69877388666985
53,53,33.948273504276486,331.4542094834113,83.96349707320996,22.68412926696816,Sandy,6.086977646416243,35.261524276556116,21.42324305271907,29.753508097704945,67.59871754850988,Basmati,Organic,83.88460894139241,Sprinkler,4.058909010206064,North India,1927.474509598413,Grade C,2737.7340178347804,50.32226480111067
54,54,30.97899978811085,225.33072053166904,76.17720415313741,9.56159543897865,Clay,7.363507438865633,43.7720183294431,19.402226518095063,18.89506258425621,65.28814449850677,Jasmine,Chemical,44.478301215815534,Sprinkler,4.0,North India,2265.106591633131,Grade A,3098.6621886956736,69.91395682475098
55,55,30.071103373048867,255.59017075005752,76.17720415313741,9.240896798164531,Sandy,8.30102441933485,44.54615815983007,22.01041068572324,29.545854491969656,52.4056027043634,Jasmine,Organic,75.76820576144448,Drip,4.058909010206064,East India,1932.7670817081937,Grade C,2648.319781377535,63.172329988818525
56,56,25.884925020519194,76.80304569012814,76.17720415313741,17.219619777019837,Silt,6.498371008375118,40.14620414268877,45.224495125991325,21.468508046873367,81.58004237288365,Basmati,Chemical,53.5571126690294,Flood,2.0,East India,1984.184498322597,Grade A,3019.5886940026376,62.83826369051238
57,57,26.95982862419145,55.7565352626678,72.05792740827727,13.220569396134094,Sandy,6.734133032235603,43.7720183294431,16.37427355447922,20.21278192970632,68.90279380584991,ponni,Chemical,78.01641107020689,Drip,3.0,East India,2148.1021272610715,Grade A,2913.543417060374,68.65728304862031
58,58,25.45227288910538,201.0274511347238,100.56221103451468,21.79722605733441,Loam,5.727676786953203,34.5380021293594,22.391483988535462,15.7552429045403,74.85958718354868,Sona Masoori,Chemical,76.12056922317723,Drip,5.0747311794805245,East India,1518.358383999224,Grade B,3153.470292842944,66.63173193679962
59,59,28.25330330763264,174.06191027069292,78.8251638965511,18.630979098701424,Loam,8.30102441933485,35.261524276556116,24.2847703947845,15.79147886789404,73.50408680147802,Jasmine,Organic,40.36959507221465,Flood,2.0,Central India,2495.924529436292,Grade A,2670.1547517023782,49.54562438369166
60,60,28.88677289689482,190.81595361984472,86.21031342559016,12.068427586054362,Clay,6.514823877435617,29.946806316381668,25.250518931824352,25.38016883919982,58.31207749140199,Sona Masoori,Chemical,65.45677064607996,Drip,5.0747311794805245,Central India,2118.585149072115,Grade C,2709.238437344454,44.97961664811629
61,61,27.71349031773896,219.37475998310865,89.52250407597886,9.73741117948964,Sandy,7.248445049370352,37.81230367097775,28.13458969443216,21.86893491651042,78.22640508677613,brown,Chemical,46.96597411890232,Drip,5.660143392284152,North India,1809.84711675328,Grade B,2737.7340178347804,62.37676795196447
62,62,33.287375091519294,77.27429511735394,83.04820241593555,15.010679651397513,Silt,6.498371008375118,35.261524276556116,29.175313104583083,18.397824390541587,53.73037524292611,Basmati,Organic,65.6210891074651,Sprinkler,5.0,South India,1585.7942848994894,Grade A,2162.1162404995825,51.34821681048619
63,63,28.567533266935893,52.90893313357638,72.53300346502002,10.49612071096272,Sandy,6.904517532063329,35.261524276556116,15.167273637537145,24.20955459487849,81.58004237288365,ponni,Chemical,83.57929414312034,Flood,6.0,South India,1590.935449913041,Grade B,2654.366672546476,54.19517954892869
64,64,27.80934509687381,120.1175117613194,72.6407100683121,21.45228637027357,Loam,7.485633677998141,35.261524276556116,30.642454595182564,18.792871773751667,79.12820748813856,brown,Organic,65.6210891074651,Sprinkler,5.0,West India,2423.2237469852284,Grade B,3457.9262678897085,54.98144598329311
65,65,30.426960831582484,167.98353737092663,82.12746904766675,18.630979098701424,Silt,5.762978239795963,40.43253821957215,28.23368576799713,29.043681706080417,55.31460569667877,brown,Chemical,83.72508469686368,Sprinkler,2.0,Central India,2189.279321225837,Grade C,2056.3284800900683,67.23618030805721
66,66,26.409242249747628,305.08563215753423,100.56221103451468,15.010679651397513,Sandy,6.498371008375118,34.97791329071884,24.679787363594944,20.38813120474036,65.28814449850677,brown,Organic,55.16414697022636,Flood,5.0,East India,1627.1026137707404,Grade A,2474.0070842995906,68.38457028741304
67,67,33.0219698075404,137.49498440474582,63.31422339394184,6.910706276693364,Sandy,6.289152151195292,25.24206233552215,30.638319929000847,22.997175740572317,51.20856556333995,Basmati,Chemical,75.83031494800156,Flood,5.0747311794805245,East India,1856.7231693089063,Grade C,3473.945940964496,54.98144598329311
68,68,37.96441723917905,230.83173889874968,70.6386647292233,18.630979098701424,Silt,6.498371008375118,25.180769381585844,31.089892848636445,22.997175740572317,81.58004237288365,Jasmine,Chemical,89.85562679083942,Drip,4.058909010206064,West India,2092.4829939015963,Grade C,2950.196178853659,48.05019373823973
69,69,34.86886936600517,306.5765983028681,68.61716974962245,14.035353574744583,Silt,6.322042150531091,32.140586879400246,30.638319929000847,35.60710256887624,65.48849897593021,Basmati,Chemical,53.38962372613169,Sprinkler,4.058909010206064,South India,2335.5717050906487,Grade A,2158.70053913621,60.93915372770841
70,70,32.722447692966576,152.79789783196216,68.8892436136797,18.630979098701424,Sandy,7.31522200511311,43.52388136863564,25.968383259871253,20.26228664002524,67.41935677728902,Jasmine,Chemical,61.61155297522541,Flood,3.686778873732531,East India,1543.6609287130086,Grade C,2942.816046318292,40.04738263233735
71,71,30.071103373048867,206.7306025482286,67.0082325314973,8.360284154897268,Sandy,6.928065288933713,29.573535592072176,16.329266515525443,22.997175740572317,78.07811744745678,brown,Chemical,44.57437591937293,Flood,5.0747311794805245,South India,1736.633131470009,Grade A,2142.560360977429,66.14521640471904
72,72,25.055221171236024,154.16116645564728,61.26279568909086,19.73747489888364,Sandy,6.498371008375118,37.68727377743375,25.250518931824352,27.085717885023268,65.28814449850677,brown,Organic,77.33016023221019,Sprinkler,4.058909010206064,West India,2389.7489902953803,Grade A,2142.4304711274963,40.91138739863388
73,73,33.154614284548344,174.4173400455747,60.53621804200242,15.010679651397513,Sandy,6.118745435725565,55.16207595845552,26.67427175462728,19.92269224196417,64.4383385365771,ponni,Organic,83.72508469686368,Flood,2.0,South India,1509.1655501838163,Grade A,3092.2750357827235,61.382612642877525
74,74,32.06857343847617,222.47274174934904,76.17720415313741,26.665453879213075,Clay,7.147580768442589,43.7720183294431,30.639199543159183,18.13589060560269,74.29025108797669,Jasmine,Chemical,72.2242530760297,Drip,4.058909010206064,South India,1701.399102793887,Grade A,2486.2027607491946,41.38774567783852
75,75,30.071103373048867,186.77985070607755,72.83319401207586,6.9142911104032345,Sandy,8.30102441933485,41.96084179202968,30.638319929000847,16.270325128129603,81.58004237288365,brown,Chemical,49.14322633774362,Flood,5.0747311794805245,South India,1927.474509598413,Grade A,3466.1344215706217,47.987370981820106
76,76,32.71270346685946,79.41469618580759,76.17720415313741,15.82432273013719,Silt,8.30102441933485,39.577228845398935,30.638319929000847,22.997175740572317,50.66198446046872,Sona Masoori,Chemical,65.6210891074651,Flood,2.0,East India,2113.401846522171,Grade C,3473.945940964496,54.98144598329311
77,77,25.740446517340903,235.31752503229887,80.3894184807921,17.83943000886532,Loam,5.503130210382945,26.90798554626421,25.36016132809249,22.997175740572317,79.47563816768115,ponni,Organic,71.781599932002,Drip,3.0,North India,1761.6713666375065,Grade A,2667.659995576991,52.59816056044715
78,78,37.96441723917905,361.69202701360285,66.54761663595193,17.141880721775614,Clay,6.772802740366814,33.574040419728675,30.311446227994374,27.613630656043608,81.58004237288365,Basmati,Organic,89.64717328914536,Sprinkler,3.0,Central India,1566.9910943958475,Grade A,2169.703906511036,45.75508343803032
79,79,26.158690595251297,101.64887765979168,88.49883551850675,15.9339482542814,Sandy,5.602270762884201,25.58339527290529,28.42314946759377,18.31858044669096,65.28814449850677,ponni,Chemical,78.88587445362754,Flood,2.0,South India,1528.191340447222,Grade A,2527.068450137163,54.98144598329311
80,80,33.63103425875593,141.82715124765227,100.56221103451468,9.638941922319509,Loam,6.015214440667444,34.61780293206018,27.40947570103941,22.997175740572317,58.41004257654237,Sona Masoori,Organic,51.2919816111696,Sprinkler,4.0,South India,1744.7450796369274,Grade B,3497.333675913576,61.83119110182901
81,81,31.23298126827558,246.0065150570954,100.56221103451468,12.818119918110291,Clay,5.619049400695543,38.24868023402136,29.845063743981743,27.12608608340536,53.96538973261615,Jasmine,Chemical,65.6210891074651,Flood,3.0,South India,2381.4858195889105,Grade A,3333.263767607797,60.07771277738945
82,82,30.071103373048867,148.52361879857392,100.56221103451468,16.88952670372346,Loam,6.707590905898775,27.37005247196303,18.397620121014707,27.354354161234603,63.19566919141505,Basmati,Chemical,83.31164351338352,Flood,6.0,North India,1927.474509598413,Grade C,2737.7340178347804,54.98144598329311
83,83,30.071103373048867,179.57939229875876,100.56221103451468,14.935337177183388,Sandy,6.873179826985213,30.777698778183314,36.33570847480485,20.769166139681523,65.28814449850677,Sona Masoori,Chemical,62.20919739607521,Sprinkler,5.0,West India,2220.3333691659927,Grade A,2844.883765738525,62.419474767186585
84,84,28.109823217156624,176.68017086334515,88.3419606687423,18.630979098701424,Sandy,8.30102441933485,32.95673251004314,32.808190344386574,21.88686034930021,61.42855535070425,Jasmine,Organic,65.6210891074651,Sprinkler,3.0,East India,1927.474509598413,Grade A,2971.733457236653,41.59137643591085
85,85,28.25183322026747,98.0291237556386,76.17720415313741,7.728795051134663,Silt,6.267677766089959,43.39062049312099,25.250518931824352,19.549288362739244,51.63696224848097,ponni,Chemical,83.1105711660969,Flood,4.099535266676717,North India,1927.474509598413,Grade B,2314.3019359251884,56.287791672993535
86,86,30.071103373048867,65.17266562173279,78.40234167632123,18.902891080951875,Sandy,6.498371008375118,44.86510030845928,30.638319929000847,28.988323176289683,65.28814449850677,brown,Chemical,80.80461764571308,Drip,7.340722873105519,South India,1691.277371037397,Grade A,3473.945940964496,47.80188244126572
87,87,31.375574713552133,75.77594438212984,76.17720415313741,15.010679651397513,Silt,8.30102441933485,55.70014829772512,25.250518931824352,16.779656486123706,77.07209828332024,ponni,Chemical,89.19531819485817,Flood,5.0,North India,2017.11793085692,Grade C,3356.571701998285,68.38457028741304
88,88,30.071103373048867,75.60916779155448,76.17720415313741,18.630979098701424,Clay,6.498371008375118,40.22015846990784,26.94310611980604,29.00624134502205,61.49646097841755,Sona Masoori,Organic,65.6210891074651,Flood,7.076384431307028,North India,1927.474509598413,Grade A,3453.224662225065,47.83985187822705
89,89,29.72214925161949,80.38053870245886,66.9501510415033,19.35195531316353,Silt,6.498371008375118,32.434481328046864,30.638319929000847,25.25799677753015,56.48998332892481,brown,Organic,83.72508469686368,Flood,4.0,North India,2304.374414137701,Grade C,3487.839285979463,69.54873908877494
90,90,26.195942459383016,77.76543452988203,100.56221103451468,18.84872302648739,Clay,7.002356095616836,35.261524276556116,30.638319929000847,22.973582290300968,63.27732037798446,ponni,Organic,42.62871989055016,Drip,4.058909010206064,South India,1927.474509598413,Grade B,3184.642660601952,54.98144598329311
91,91,32.132447872229946,178.17494896064292,79.48939946977106,15.010679651397513,Loam,5.642015329066511,40.085299466940455,26.57613509023881,34.790701747603386,81.58004237288365,Jasmine,Chemical,91.7514642397362,Drip,5.0747311794805245,Central India,2192.5728000775816,Grade A,2995.253104107885,54.98144598329311
92,92,32.60785048616897,168.3804557335955,78.23210384636577,7.567885789082505,Sandy,5.660360028163807,43.368528642908174,27.647826486567748,22.133942877330124,74.61462753440824,Sona Masoori,Organic,68.44915971520614,Drip,2.0,East India,2071.897522458954,Grade B,2518.5953782894967,48.35395872746038
93,93,30.61277197569496,119.13345666477264,75.38065533049526,17.10787138134086,Loam,6.209542583671968,44.01857189005096,33.217559837051994,21.116221575040985,65.28814449850677,Sona Masoori,Chemical,65.6210891074651,Sprinkler,5.0747311794805245,West India,2495.924529436292,Grade A,4164.061180496378,66.89418571777887
94,94,32.70967179954561,154.16116645564728,66.92009435153275,19.48677634257482,Clay,7.38345142323785,35.261524276556116,24.47842440232205,17.41828217962684,81.58004237288365,Sona Masoori,Organic,62.89816072447677,Flood,4.0,West India,1622.4814168502971,Grade A,2118.470899049348,54.98144598329311
95,95,29.93795596364391,356.7855366156022,65.29584096016525,16.56773834012818,Sandy,6.837145293445828,32.142423186010056,29.327942239161978,24.846144052509853,60.593086668151685,brown,Chemical,59.83946627072921,Flood,5.0,Central India,2034.0361132046569,Grade B,3039.9462028272383,61.92052292262329
